Datetime,Text,Username,
2017-09-21 00:26:53+00:00,Modern slavery affects 40m people: 71% are women and girls. New report launched at #UNGA today: https://t.co/m0sEicJrJO https://t.co/B8ksj68y6k,EmmaWatson,
2017-08-14 14:55:26+00:00,"THANK YOU SO MUCH to everybody who voted for me and @beourguest! Such lovely news to wake up to! Means a lot to me, thank you @TeenChoiceFOX",EmmaWatson,
2017-08-01 17:42:33+00:00,Good luck at the @UEFAWomensEURO semi-final on Thursday #Lionesses! Will be cheering you on! ?ΩÔ∏è,EmmaWatson,
2017-07-19 03:45:43+00:00,"Reward for information leading to return of rings lost Sunday 16th July at Mandarin Oriental spa, London: https://t.co/w9EHqZ8bmR xx",EmmaWatson,
2017-07-14 15:25:58+00:00,I interviewed @MargaretAtwood for @EW and my book club https://t.co/jzDJYb7bi0. Such an honour! Full interview here: https://t.co/osaNJVcKMV https://t.co/vJTHFmFgjl,EmmaWatson,
2017-07-11 14:04:20+00:00,Welcome @Malala! It is so exciting to have you on Twitter ??EmmaWatson,,
2017-06-21 13:24:09+00:00,I'm hiding copies of The Handmaid's Tale in Paris! Je cache des copies de La Servante Ecarlate dans tout Paris! #OSSParis @the_bookfairies ?ìö https://t.co/SvwjYqm1G3,EmmaWatson,
2017-05-15 15:33:37+00:00,One week left to register for your right to vote in UK election: https://t.co/3FjKcTfIiH #UseYourVoice https://t.co/jP8lWAkARq,EmmaWatson,
2017-05-08 18:35:22+00:00,Thank you @MTV for a wonderful evening and thank you to everyone who voted for me! ?§Ô∏è?çø #MTVAwards @beourguest,EmmaWatson,
2017-04-27 15:34:10+00:00,"?íö

https://t.co/YQqrjeAfIr",EmmaWatson,
2017-04-24 20:53:46+00:00,"I'm remembering #RanaPlaza today, four years on... Please consider #whomademyclothes

https://t.co/KtIgR86qEc",EmmaWatson,
2017-04-22 02:17:51+00:00,"So cool, @iamjonsi has created a song for @WeAreTheCircle ‚≠ïÔ∏è?é∂

https://t.co/NrsOdeVikj",EmmaWatson,
2017-04-05 15:18:20+00:00,"On average, women in the US are paid 20% less than men ??and black &amp; Hispanic women are paid even less. I support equal pay #20PercentCounts https://t.co/Ldz2MxhZqF",EmmaWatson,
2017-04-04 09:56:45+00:00,‚≠ïÔ∏è @WeAreTheCircle xx https://t.co/cG6CF8NzVv,EmmaWatson,
2017-03-29 18:11:53+00:00,"I interviewed the brilliant Eve Ensler for @ELLEUK and #OurSharedShelf, here's part one! https://t.co/P59dpN3m6B",EmmaWatson,
2017-03-29 17:57:12+00:00,https://t.co/8jdQ3axXul ?åπ?§Ô∏è,EmmaWatson,
2017-03-22 11:10:03+00:00,"Thank you to everyone who saw our film Beauty and the Beast! I saw so many lovely photos of families at the cinema together! Love, Em x ?§Ô∏è?åπ https://t.co/FM1VZEJQDG",EmmaWatson,
2017-03-17 10:40:01+00:00,"#BeautyAndTheBeast opens today! I hope you have as much fun watching it as I did making it. Love, Emma ?åπ @beourguest https://t.co/CoNaybGFqS",EmmaWatson,
2017-03-16 18:19:24+00:00,"?òª?òª?òª?òª?òª?òª

@bestfriends @BuzzFeed @beourguest #BeautyAndTheBeast 

https://t.co/SNs1bIGuI1",EmmaWatson,
2017-03-14 19:34:43+00:00,Not long to go until the big day! ?åπ@beourguest #BeautyAndTheBeast https://t.co/U3RFJlZAzQ,EmmaWatson,
2017-03-11 19:25:08+00:00,Follow https://t.co/9OPIAyympV for a peek behind-the-scenes of our @beourguest press tour. Plus surprise kittens! (courtesy of @BuzzFeed)?ê±?íö?åπ https://t.co/BMrElSaCru,EmmaWatson,
2017-03-09 05:12:26+00:00,https://t.co/KROEfmGdE3 #IWD2017 https://t.co/rtsJwKzh9o,EmmaWatson,
2017-03-09 01:47:48+00:00,Dropping off books at Eleanor Roosevelt's monument?äüì?IWD #IWDOurSharedShelf #ADayWithoutAWoman @bookfairiesworldwide https://t.co/cn2EffRyzd https://t.co/LUz2Dyi9mv,EmmaWatson,
2017-03-09 01:46:13+00:00,Dropping off books at Gertrude Stein statue in NYC?äüì?#IWD #IWDOurSharedShelf #ADayWithoutAWoman @the_bookfairies https://t.co/kJhmZfvBzw https://t.co/rb81acPFkn,EmmaWatson,
2017-03-09 01:44:48+00:00,Dropping off books at the Joan of Arc memorial in NYC ?äüì?#IWD #IWDOurSharedShelf #ADayWithoutAWoman @the_bookfairies https://t.co/p8qrMJBbXk https://t.co/jdiUGgl3F5,EmmaWatson,
2017-03-09 01:43:22+00:00,Dropping off books at @bluestockings bookstore in NYC ?äüì?#IWD #IWDOurSharedShelf #ADayWithoutAWoman @the_bookfairies https://t.co/6Se2KbIZEQ,EmmaWatson,
2017-03-09 01:41:55+00:00,Dropping off books at Harriet Tubman memorial in NYC ?äüì?#IWD #IWDOurSharedShelf #ADayWithoutAWoman @the_bookfairies https://t.co/fmjY1zro14 https://t.co/wJTKDBfjPg,EmmaWatson,
2017-03-08 22:43:06+00:00,#InternationalWomensDay #IWD https://t.co/GCroQSkQwH,EmmaWatson,
2017-03-08 02:40:36+00:00,"From midnight NYC time, book fairies around the WORLD will start hiding feminist books to mark #IWD #IWDoursharedshelf @the_bookfairies ?ìö",EmmaWatson,
2017-03-07 06:50:12+00:00,This is the part of my 2014 interview with Tavi where we talked about Beyonc√©. My words are in bold. https://t.co/Y8vumOeyDT,EmmaWatson,
2017-03-05 18:29:33+00:00,Via BBC News - Bath Film Festival's F-Rating added to online film site IMDb https://t.co/D87ftiHxLj,EmmaWatson,
2017-02-28 13:24:20+00:00,"Thank you Graydon Carter, Tim Walker and @DerekBlasberg for my @VanityFair cover?åπhttps://t.co/0cwQv7yU42 https://t.co/n72imoeDjy",EmmaWatson,
2017-02-27 14:08:06+00:00,Devastated to hear about Bill. A privilege to have worked with him. What a huge-hearted man. All my love to his family.,EmmaWatson,
2017-02-23 11:32:08+00:00,Follow the link for a chance to win tickets to a special screening of #BeautyandtheBeast in London tonight! https://t.co/sJvaBi5b1d x,EmmaWatson,
2017-02-22 22:26:57+00:00,https://t.co/p2eKUZWCSw ??EmmaWatson,,
2017-02-21 21:28:08+00:00,What a privilege to have worked with the genius that is Alan Menken ?é∂?éµ?é∂ @beourguest #aladdin #pocahontas #thelittlemermaid https://t.co/bS7YLr6n0W,EmmaWatson,
2017-02-19 15:54:31+00:00,"Day one of the @beourguest press tour with Team Watson! I?ôve started a new Instagram called ""the_press_tour"" so you can follow our journey. https://t.co/PL1YPKxgj4",EmmaWatson,
2017-02-17 13:06:07+00:00,".@gatesfoundation: ""Poverty is sexist"" https://t.co/iTsGRbSiA6",EmmaWatson,
2017-02-17 13:04:37+00:00,".@gatesfoundation: ""Contraceptives are one of the greatest antipoverty innovations in history"" https://t.co/CkqOcXL5Z3",EmmaWatson,
2017-02-17 13:03:28+00:00,Reading the @gatesfoundation annual letter has lifted my spirits! https://t.co/Od7G6RvjGe,EmmaWatson,
2017-01-26 18:36:58+00:00,?åπ¬†@beourguest ?åπ https://t.co/jbWYbXJQrD,EmmaWatson,
2017-01-23 21:04:03+00:00,https://t.co/5Dp3fUeQEp,EmmaWatson,
2017-01-22 17:24:25+00:00,#WomensMarch https://t.co/HkSrOqFTmk,EmmaWatson,
2017-01-22 17:23:33+00:00,#WomensMarch https://t.co/dYZPxJ13FI,EmmaWatson,
2017-01-21 23:31:18+00:00,https://t.co/kDHkIWMzQz,EmmaWatson,
2017-01-21 10:43:55+00:00,#IStandWithPP Why the fight for reproductive rights goes on:  https://t.co/VF2JCmDKwq,EmmaWatson,
2017-01-13 22:36:59+00:00,The wonderful @Lin_Manuel is fundraising for @PPact - a great way to #StandWithPP &amp; win the chance to see Hamilton https://t.co/9JYiVBlHyO,EmmaWatson,
2017-01-09 19:07:33+00:00,"Beauty and the Beast is on the cover of the new issue of @totalfilm, out later this week! ?åπ@beourguest https://t.co/TLzATBC2og",EmmaWatson,
2017-01-08 17:00:33+00:00,New poster for Beauty and the Beast! @beourguest ?åπ https://t.co/iE6YzVCKus,EmmaWatson,
2017-01-03 02:53:18+00:00,Bangladesh garment factories sack hundreds after pay protests https://t.co/wGXSwlbA9n,EmmaWatson,
2016-12-15 19:59:21+00:00,I have signed the @Independent's open letter and I urge all UK MPs to vote to ratify the Istanbul Convention tomorrow. https://t.co/JEbD7YG94L,EmmaWatson,
2016-12-13 12:17:34+00:00,Tweet your MP : https://t.co/5aeIfgHTZy,EmmaWatson,
2016-12-13 11:38:54+00:00,How to find your MP : https://t.co/TTSxApXok1,EmmaWatson,
2016-11-21 20:24:08+00:00,Have you seen @fantasticbeasts ? If you have did you love it as much as I did? ?êØ?êµ?êç?êõ?êâ,EmmaWatson,
2016-11-17 20:17:06+00:00,MUST WATCH #girlpower https://t.co/URlJKNqqWh,EmmaWatson,
2016-11-16 23:14:15+00:00,@VogueRunway @voguemagazine Thank you ! X,EmmaWatson,
2016-11-10 21:20:06+00:00,So happy to show all of you the new teaser poster for Beauty and the Beast! I hope you like it. Love Emma x @beourguest @thatdanstevens https://t.co/tvlNKRTruX,EmmaWatson,
2016-11-09 22:28:43+00:00,.@DrMayaAngelou https://t.co/H4yVuVDTKL,EmmaWatson,
2016-11-09 22:21:05+00:00,.@BooksSubway @BooksUndergrnd @DrMayaAngelou #Mom&amp;Me&amp;Mom #OurSharedShelf https://t.co/sSXZBVFjLz,EmmaWatson,
2016-11-09 20:03:25+00:00,Today I am going to deliver Maya Angelou books to the New York subway. Then I am going to fight even harder for all the things I believe in.,EmmaWatson,
2016-11-06 18:20:04+00:00,I'm home and really geeking out over this - #PlanetEarth2 starts TONIGHT at 8pm on @BBCOne &amp; 9pm on BBC Earth Nordics. Can't wait!,EmmaWatson,
2016-10-31 14:50:35+00:00,If you?ôre in London keep your eyes peeled for a surprise on the tube tomorrow??#OurSharedShelf #Mom&amp;Me&amp;Mom @BooksUndergrnd,EmmaWatson,
2016-10-25 15:21:49+00:00,https://t.co/gNs07Q9AQf,EmmaWatson,
2016-10-17 21:13:02+00:00,This makes me so proud to have been part of @TheWorldsLesson. Take a look and take part if you haven't already! https://t.co/j7z4aIJnZI,EmmaWatson,
2016-10-04 11:12:15+00:00,Was inspiring &amp; so fun to meet with my @OneYoungWorld Ottawa gender equality scholars. Proud of them all!  #goal5 #heforshe #equality https://t.co/12pB2DGL0t,EmmaWatson,
2016-09-30 00:37:18+00:00,Amazing night at the @OneYoungWorld Ottawa opening ceremony yesterday! @justinpjtrudeau @KofiAnnan @Yunus_Centre https://t.co/jmwQunE64k,EmmaWatson,
2016-09-29 23:52:36+00:00,"Ready for anything after @SheFighter training with @lino1984, one of my amazing @OYWOttawa scholars. https://t.co/bfJOpB1rLC",EmmaWatson,
2016-09-28 00:58:37+00:00,Please support @jk_rowling and the #WeAreLumos worldwide campaign. Limited edition shirt available at https://t.co/oFcPbxT25c ?§Ô∏è https://t.co/fLjItjHtw6,EmmaWatson,
2016-09-25 19:43:56+00:00,"Happy birthday dear @bellhooks, thank you for welcoming me to the @bellhooksinst this week and introducing me to beautiful Kentucky. https://t.co/0AVLqYfGzJ",EmmaWatson,
2016-09-19 20:32:58+00:00,https://t.co/vHNFf0oquD,EmmaWatson,
2016-09-15 22:20:30+00:00,https://t.co/jzDJYb7bi0,EmmaWatson,
2016-09-15 22:16:05+00:00,Some amazing advice+in depth thoughts&amp;answers on #OurSharedShelf from the super generous&amp;thoughtful @Carrie_Rachel. https://t.co/37S8q9E0LX,EmmaWatson,
2016-09-08 17:37:09+00:00,G is for Gender Inequality. Literacy empowers women. Please RT. https://t.co/4nbp6rL6Cl #ProjectLiteracy https://t.co/m0HMMoy6xH,EmmaWatson,
2016-09-07 09:55:11+00:00,"#SREnow because knowledge empowers us to have control over our bodies, take pride in our identities &amp; respect others https://t.co/cGoI5VDbo1",EmmaWatson,
2016-08-25 16:23:34+00:00,I #StandWithLeslie x,EmmaWatson,
2016-08-24 22:24:48+00:00,Also - in case you missed this https://t.co/tqWSPe2Xw8 one of my favourite Ted Talks,EmmaWatson,
2016-08-24 22:14:59+00:00,Truly an honour to get to meet you -@SirKenRobinson . I am so proud of this! @TheWorldsLesson,EmmaWatson,
2016-08-16 11:10:00+00:00,Support Emma Thompson &amp; @SaveTheArctic: https://t.co/UPUGwbpmcR #ArcticHome,EmmaWatson,
2016-08-12 14:04:15+00:00,Love Dove?ôs Olympics campaign... Respond directly to sexist media commentary about female athletes: https://t.co/WVPBNsr8EX #changethestory,EmmaWatson,
2016-08-10 15:34:06+00:00,https://t.co/StjAYd3uwU #HarassedAtWork,EmmaWatson,
2016-08-02 09:19:19+00:00,"I interviewed Marjane Satrapi, author of #OurSharedShelf's June book 'Persepolis', for @voguemagazine! https://t.co/6Sj05cScqj x",EmmaWatson,
2016-07-20 17:05:17+00:00,https://t.co/7gQ7oeQTkQ,EmmaWatson,
2016-07-18 19:55:02+00:00,"July &amp; August! #OurSharedShelf #HungerMakesMeAModernGirl #CarrieBrownstein

https://t.co/nVWNPxKqaA https://t.co/JwbCtiKFUP",EmmaWatson,
2016-07-07 22:23:48+00:00,It was SO lovely to meet you @MissDumezweni. #Hermiones https://t.co/xkh0PQyZEr,EmmaWatson,
2016-07-05 13:42:13+00:00,#WhatIReallyReallyWant is to see Goal 5 - Gender Equality achieved @theGlobalGoals,EmmaWatson,
2016-07-01 18:17:24+00:00,25 shot rally! ?òÆ #Wimbledon #SerenavsMcHale #breakpoint,EmmaWatson,
2016-06-24 15:31:46+00:00,https://t.co/j3vJoJPmfs,EmmaWatson,
2016-06-23 16:14:20+00:00,"When women support each other, we accomplish amazing things. #LeanIntogether https://t.co/e8Li5t87YR https://t.co/CAd95PFIjn",EmmaWatson,
2016-06-21 08:51:45+00:00,"Don?ôt forget to vote on Thursday, no excuses! x #Euref https://t.co/iArHqo3KjQ",EmmaWatson,
2016-06-15 20:20:36+00:00,.@UN_Women Welcome Anne!! ?ëè?èª#UNWomen,EmmaWatson,
2016-06-13 15:57:20+00:00,#loveislove,EmmaWatson,
2016-06-11 13:26:34+00:00,"Just watched powerful doc @MaskYouLiveIn, available now on @NetflixUK . Have you seen it? What did you think? https://t.co/1IxU7ILMKl",EmmaWatson,
2016-06-07 21:42:44+00:00,This month on #OurSharedShelf - You decide! https://t.co/GrHeKaUsD9,EmmaWatson,
2016-06-06 19:30:44+00:00,Tweeters Don?ôt lose your vote!Register to vote before midnight tomorrow https://t.co/dHve67g86t #EUref #ReadyToVote https://t.co/nuzYbRQ032,EmmaWatson,
2016-06-01 17:09:49+00:00,"June. 
#OurSharedShelf #Persepolis #MarjaneSatrapi https://t.co/nVWNPy21za https://t.co/EoTBdqB34f",EmmaWatson,
2016-06-01 08:52:20+00:00,After watching @VICELAND's WOMAN I pledge my support to @Camfed. Watch (US only) learn &amp; donate via https://t.co/4YdD7VZS7n #BeAWitness x,EmmaWatson,
2016-05-29 12:09:36+00:00,#EstuproNao√âCulpaDaVitima,EmmaWatson,
2016-05-26 13:31:19+00:00,#RedNoseDay! https://t.co/jMgTnPGxgL,EmmaWatson,
2016-05-24 09:06:55+00:00,https://t.co/WDslslsWkO,EmmaWatson,
2016-05-13 09:08:09+00:00,https://t.co/7noJDO2oQf,EmmaWatson,
2016-05-05 08:20:25+00:00,Good to see @WEP_UK making sure gender equality features in the London mayoral race today https://t.co/k3H8L01RgE,EmmaWatson,
2016-05-04 20:54:01+00:00,https://t.co/ydjOXaO8vo,EmmaWatson,
2016-05-02 14:46:59+00:00,https://t.co/FXKpT4N0yM Professor Trelawney/Ms Potts/Emma Thompson baking up a storm. #frackfreebakeoff,EmmaWatson,
2016-04-22 08:23:44+00:00,https://t.co/LgXacjKOS7,EmmaWatson,
2016-04-18 07:31:37+00:00,Thank you everybody for all of your lovely birthday wishes! x,EmmaWatson,
2016-04-13 18:50:07+00:00,https://t.co/mBsyDmkQYr,EmmaWatson,
2016-04-09 19:23:48+00:00,The Ascent of Women by the brilliant @DrAmandaForeman is now available on @netflix.This is VERY exciting news.  @ascentofwoman,EmmaWatson,
2016-03-24 21:47:12+00:00,https://t.co/Yr0Kk9ZGZA #RedrawTheBalance,EmmaWatson,
2016-03-18 15:48:25+00:00,@Lin_Manuel THANK YOU ?§Ô∏è,EmmaWatson,
2016-03-18 15:40:13+00:00,@Lin_Manuel Inspired along the way? You're my Mavis Staples! Inspired is an understatement! I wouldn't beatbox for ANYONE ELSE!  #HeForShe,EmmaWatson,
2016-03-11 17:04:41+00:00,@Lin_Manuel #Gryffindorisbest,EmmaWatson,
2016-03-11 17:04:16+00:00,@Lin_Manuel mad man,EmmaWatson,
2016-03-11 01:54:15+00:00,@EdwardSharpe @oliviawilde always xxx,EmmaWatson,
2016-03-11 01:24:55+00:00,So @oliviawilde appears to have directed this outrageously beautiful @EdwardSharpe music video...On an Iphone?!!! https://t.co/HsspvVHDhN ?§Ô∏è,EmmaWatson,
2016-03-11 01:19:46+00:00,I spoke to @Lin_Manuel today about diversity and and equality&amp;it was awesome. He's a total Heforsher..Despite the whole Slytherin malarkey,EmmaWatson,
2016-03-09 19:05:13+00:00,@BuzzFeeders Hermione!,EmmaWatson,
2016-03-08 23:34:05+00:00,#IWD2016 #HeforShe #EmpireStateBuilding https://t.co/ja3NxJp7H5,EmmaWatson,
2016-03-08 23:26:03+00:00,My friend @lucywalkerfilm directed this: https://t.co/u7R5sAbD73 and it's bloody brilliant. Watch watch watch  #likeagirl #IWD #moreemojis,EmmaWatson,
2016-03-08 23:06:43+00:00,The photos in this post! agh!!! I am SO proud to be a woman. https://t.co/HN2nK5PaPR,EmmaWatson,
2016-03-08 23:02:27+00:00,The Empire State Building is Magenta. #Heforshe #IWD2015 ?óΩ?åÉ,EmmaWatson,
2016-03-08 22:47:29+00:00,This is what it looks like from the top of the Empire State Building !! #dontlookdown #IWD2016 #HeForShe https://t.co/pNhQu0RaHG,EmmaWatson,
2016-03-08 22:40:48+00:00,@JustinTrudeau I need to give you a #HeforShe badge of honor sir. I am such big fan of yours. #IWD2016 #thisiswhatafeministlookslike,EmmaWatson,
2016-03-08 18:47:10+00:00,@jk_rowling @HeforShe RIGHT back at you. ?§Ô∏è thank you for everything xx,EmmaWatson,
2016-03-08 18:13:09+00:00,News-Twitter has created a Heforshe emoji ?òÆ whaatttttt???!!! Type hashtag HeForShe and our logo will automatically appear! #Heforshe #IWD16,EmmaWatson,
2016-03-08 17:35:08+00:00,Let's make Goal 5 famous. #IWD #HeForShe https://t.co/9hv1wpAaA7,EmmaWatson,
2016-03-08 17:27:24+00:00,What a kind man. #thisiswhatafeminstlookslike #IWD2016 #HeForShe https://t.co/IJok54gdau,EmmaWatson,
2016-03-08 17:16:33+00:00,@UN_Women Ah! This made me emotional. Proud to see lots of HeforSher's in there. #IWD2016 https://t.co/gi52B5ehTV,EmmaWatson,
2016-03-08 16:44:55+00:00,Look outside your windows at dusk! @Chirlane and I just turned the Empire State Building PINK! @HeforShe #IWD2016 ?í™?èª https://t.co/pYrboITexa,EmmaWatson,
2016-03-08 16:39:04+00:00,@maiyet @esquire @ESQStyle ?§Ô∏è,EmmaWatson,
2016-03-07 19:59:49+00:00,What are you doing tomorrow for #InternationalWomensDay ?,EmmaWatson,
2016-03-07 19:51:51+00:00,@ForestWhitaker @UN_Women Looking forward to seeing you Forest! ?òÑ #InternationalWomensDay #heforshe  #ArtsWeek,EmmaWatson,
2016-03-07 19:29:45+00:00,"What can you say when someone you look up to is all the things you hope they will be ? and then more?
@tomhanks ?§Ô∏è https://t.co/oMTM5EUXez",EmmaWatson,
2016-03-07 19:28:18+00:00,"@caitlinmoran hardly anyone in this world makes me laugh more than you.Thank you, thank you#howtobeawoman@EsquireUK https://t.co/vid1DUOzMM",EmmaWatson,
2016-03-07 19:10:36+00:00,This is the face of a very proud&amp;happy lady. Thank you @Alex_Bilmes @azizansari @caitlinmoran @tomhanks #amyaronson https://t.co/JBjNBhQaVB,EmmaWatson,
2016-03-03 12:15:27+00:00,https://t.co/SU6GBbm5Ri @EsquireUK @HeforShe,EmmaWatson,
2016-03-02 20:05:32+00:00,"and, has contributions from @caitlinmoran, @azizansari and others!",EmmaWatson,
2016-03-02 20:04:00+00:00,The mag features 26 pages on why the fight for gender equality involves us all @heforshe,EmmaWatson,
2016-03-02 20:02:29+00:00,So excited to reveal the cover of @esquireuk's Women &amp; Men issue! Featuring @tomhanks and me! https://t.co/XdA3lCvXMI,EmmaWatson,
2016-02-26 13:20:16+00:00,https://t.co/J1B3jfLB1K @rtraister,EmmaWatson,
2016-02-26 13:10:55+00:00,It was such an honour to interview @GloriaSteinem on Wednesday! #MyLifeOnTheRoad #OurSharedShelf https://t.co/KD7m7dpmB2,EmmaWatson,
2016-02-19 10:41:27+00:00,"Super honoured to be interviewed by @BellHooks ??
https://t.co/rz6GDIZR2W https://t.co/W97DZ1EpP6",EmmaWatson,
2016-02-17 13:20:47+00:00,This makes me so happy! https://t.co/qGrx0Ks7i8 @Lin_Manuel,EmmaWatson,
2016-02-14 19:42:30+00:00,BBC News - Firms forced to reveal gender pay gap https://t.co/CoJvOg1uZx,EmmaWatson,
2016-02-12 17:23:26+00:00,Fascinating interview with @camanpour and @GloriaSteinem! https://t.co/lvoxdy8shg,EmmaWatson,
2016-01-26 11:12:21+00:00,https://t.co/m1Psu5s23e thanks @LorraineELLE ?§Ô∏è @ELLEUK,EmmaWatson,
2016-01-24 18:47:36+00:00,4 of 5 stars to My Life on the Road by Gloria Steinem https://t.co/vCvLEuxBoP,EmmaWatson,
2016-01-24 18:46:13+00:00,BEST - https://t.co/5Dbor6mub9 . Happy Sunday Evening. Thank me later. @WalkOffTheEarth @Adele #hello,EmmaWatson,
2016-01-23 23:24:07+00:00,@TheCorrsMUsic The Corrs were amazing tonight at the 02. I really want to go learn the drums now having seen @CCorr_Official ...,EmmaWatson,
2016-01-21 23:49:16+00:00,Watch live Jan 22 @09:45 CET /08:45 GMT/ 03:45 EST: https://t.co/k14yLWoB4R,EmmaWatson,
2016-01-21 23:49:12+00:00,Our HeForShe IMPACT Champions are releasing 1st gender parity report. Excited to moderate.,EmmaWatson,
2016-01-18 20:35:55+00:00,https://t.co/reqoA5nfFP ?§Ô∏è https://t.co/Kw5lbS2o8v,EmmaWatson,
2016-01-18 18:23:42+00:00,#MLKDay https://t.co/yg4ibY8bbd,EmmaWatson,
2016-01-14 17:20:56+00:00,#AlanRickman https://t.co/fwMvp0lmiX,EmmaWatson,
2016-01-14 17:07:55+00:00,#AlanRickman https://t.co/NFyKKsVhpJ,EmmaWatson,
2016-01-14 17:05:38+00:00,#AlanRickman https://t.co/e7Pyubd8qn,EmmaWatson,
2016-01-14 16:56:18+00:00,Go to Google plus to read Dan's essay on #AlanRickman. It's his second most recent post x,EmmaWatson,
2016-01-14 15:36:50+00:00,#alanrickman https://t.co/4WXwnoUtM7,EmmaWatson,
2016-01-14 15:26:28+00:00,https://t.co/hlMryJMr36,EmmaWatson,
2016-01-14 08:57:56+00:00,'I-was-terrified-by-my-life-as-a-child-star'-errr non. Please read full article @PORTERmagazine https://t.co/i8AHZwxf38,EmmaWatson,
2016-01-13 12:16:13+00:00,Feminism To Remain On Politics A-Level After Government U-Turn  https://t.co/j0qkcoQbiQ,EmmaWatson,
2016-01-12 19:58:01+00:00,Loving this 'update your progress' situation on 'Our Shared Shelf' #motivated https://t.co/gxiqy4GehA,EmmaWatson,
2016-01-12 18:52:58+00:00,https://t.co/rTcsYOzlUR. Amazing article by one of my absolute favourites @caitlinmoran #BowieRIP ?§Ô∏è,EmmaWatson,
2016-01-11 22:44:27+00:00,@teriboop @goodreads moderator coming xxx,EmmaWatson,
2016-01-11 00:12:11+00:00,Who has their book? #OurSharedShelf @GloriaSteinem #mylifeontheroad #bookclub https://t.co/ZX3ze6BAc5,EmmaWatson,
2016-01-07 23:47:35+00:00,It's official - 'Our Shared Shelf' is up and running. First book - My life on the road. https://t.co/nVWNPy21za,EmmaWatson,
2016-01-07 23:42:52+00:00,Check out my shelves on Goodreads: https://t.co/axal8gEr5O,EmmaWatson,
2016-01-07 13:36:50+00:00,@AbbyWambach @katevoegele @SophiaBush @GloriaSteinem just released a new memoir?Thought it seemed like a good place 2begin?#MyLifeOnTheRoad,EmmaWatson,
2016-01-07 13:27:48+00:00,Thank you to everyone who came up with ideas and suggestions. That was VERY cool of you all. More info coming soon... Xxx,EmmaWatson,
2016-01-07 13:26:38+00:00,"I've decided to go with 'Our Shared Shelf'. @emilyfabb - I absolutely loved this. Thank you, thank you x",EmmaWatson,
2016-01-07 01:49:23+00:00,@SophiaBush Yes!!!!!!! ?òç?òç?òç?í™?èª?í™?èª?í™?èª?í™?èª?í™?èª?í™?èª?í™?èª?í™?èª?í™?èª?í™?èª?í™?èª?í™?èª?í™?èª,EmmaWatson,
2016-01-07 01:48:15+00:00,@cuddlyromione @rowblanchard obviously ?§Ô∏è,EmmaWatson,
2016-01-06 20:22:35+00:00,@Diego12317 @taylorswift13 of course,EmmaWatson,
2016-01-06 20:02:20+00:00,@americasingwr @jk_rowling definitely going to do that,EmmaWatson,
2016-01-06 20:02:00+00:00,@bcwaite1969 bell hooks defo on the list,EmmaWatson,
2016-01-06 19:52:31+00:00,@emilyfabb nice !,EmmaWatson,
2016-01-06 19:32:37+00:00,@leonthelion000 why?,EmmaWatson,
2016-01-06 19:27:40+00:00,I am almost certain there is a more inspiring name out there.... Does anyone have any thoughts ?! #Emma'sBookClub,EmmaWatson,
2016-01-06 19:26:16+00:00,"Hi Team, ?§Ô∏è I want to start a feminist book club but so far have only brainstormed 'Feminist Book Club' and 'Emma Watson Book Club'.",EmmaWatson,
2016-01-02 19:15:00+00:00,Can't wait to see Noma Dumezweni as Hermione on stage this year. ?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è?§Ô∏è #harrypotterandthecursedchild #2016,EmmaWatson,
2016-01-02 19:12:04+00:00,Thought #SuicideAndMe by @professorgreen was amazing. What a great man. https://t.co/RGbdtwHZBt,EmmaWatson,
2015-12-22 01:28:33+00:00,"'After the disaster, the international business community pledged to work to improve safety standards but two years on ...",EmmaWatson,
2015-12-22 01:25:31+00:00,41 charged over deadly Rana Plaza factory collapse in Bangladesh https://t.co/DyvCSZ0jOE,EmmaWatson,
2015-12-18 20:55:06+00:00,https://t.co/vrVv6utXuJ,EmmaWatson,
2015-12-17 01:43:22+00:00,https://t.co/CWvtw4p6OQ #feminismisfun  #feministsolidarity  #respect  #love  #friendship  #hero  #daymade,EmmaWatson,
2015-12-17 01:39:36+00:00,It's scary to meet people you admire. Will you disappoint?Will they? @bellhooks was ALL the things.And so LOVING too https://t.co/kDfWh4yeCj,EmmaWatson,
2015-12-15 20:52:28+00:00,I've loved Carey's whole career but just thought this performance was so exquisite X,EmmaWatson,
2015-12-15 20:49:51+00:00,Carey Mulligan's performance in @SuffragetteFilm ?òÆ. Wow. Have you seen it yet ? Wonderful in Madding crowd too.. But...,EmmaWatson,
2015-12-10 05:04:18+00:00,To make it even better they were dressed as Santa and Rudolph on her phone screensaver. ?òª?òª #Christmasiscoming,EmmaWatson,
2015-12-10 05:01:43+00:00,"Got to be one of my favourite fan moments.Young woman I just met named her 2 rescue cats after a 'great' feminist -  ""Emma"" and ""Watson"" ?§Ô∏è",EmmaWatson,
2015-12-09 15:35:48+00:00,https://t.co/qWIGbFWn4f,EmmaWatson,
