word,frequency
oFcPbxT25c,1
fLjItjHtw6,1
welcoming,1
introducing,1
Kentucky,1
0AVLqYfGzJ,1
vHNFf0oquD,1
Some,1
depth,1
thoughtful,1
37S8q9E0LX,1
Inequality,1
Literacy,1
4nbp6rL6Cl,1
ProjectLiteracy,1
m0HMMoy6xH,1
SREnow,1
knowledge,1
pride,1
identities,1
cGoI5VDbo1,1
StandWithLeslie,1
tqWSPe2Xw8,1
Talks,1
Truly,1
UPUGwbpmcR,1
ArcticHome,1
Dove,1
Olympics,1
Respond,1
directly,1
commentary,1
athletes,1
WVPBNsr8EX,1
changethestory,1
StjAYd3uwU,1
HarassedAtWork,1
Marjane,1
Satrapi,1
OurSharedShelf's,1
'Persepolis',1
6Sj05cScqj,1
7gQ7oeQTkQ,1
August,1
HungerMakesMeAModernGirl,1
CarrieBrownstein,1
nVWNPxKqaA,1
JwbCtiKFUP,1
Hermiones,1
xkh0PQyZEr,1
WhatIReallyReallyWant,1
25,1
rally,1
SerenavsMcHale,1
breakpoint,1
j3vJoJPmfs,1
accomplish,1
LeanIntogether,1
e8Li5t87YR,1
CAd95PFIjn,1
excuses,1
Euref,1
iArHqo3KjQ,1
loveislove,1
doc,1
1IxU7ILMKl,1
decide,1
GrHeKaUsD9,1
lose,1
Register,1
dHve67g86t,1
EUref,1
ReadyToVote,1
nuzYbRQ032,1
Persepolis,1
MarjaneSatrapi,1
EoTBdqB34f,1
4YdD7VZS7n,1
BeAWitness,1
EstuproNao,1
CulpaDaVitima,1
RedNoseDay,1
jMgTnPGxgL,1
WDslslsWkO,1
7noJDO2oQf,1
mayoral,1
k3H8L01RgE,1
ydjOXaO8vo,1
FXKpT4N0yM,1
Professor,1
Trelawney,1
Ms,1
Potts,1
baking,1
frackfreebakeoff,1
LgXacjKOS7,1
mBsyDmkQYr,1
Ascent,1
Yr0Kk9ZGZA,1
RedrawTheBalance,1
understatement,1
wouldn't,1
beatbox,1
ANYONE,1
ELSE,1
Gryffindorisbest,1
appears,1
outrageously,1
Iphone,1
HsspvVHDhN,1
spoke,1
diversity,1
He's,1
Heforsher,1
Despite,1
Slytherin,1
malarkey,1
EmpireStateBuilding,1
ja3NxJp7H5,1
u7R5sAbD73,1
likeagirl,1
moreemojis,1
agh,1
HN2nK5PaPR,1
Magenta,1
dontlookdown,1
pNhQu0RaHG,1
badge,1
honor,1
sir,1
RIGHT,1
emoji,1
whaatttttt,1
Type,1
logo,1
automatically,1
appear,1
IWD16,1
Let's,1
famous,1
9hv1wpAaA7,1
thisiswhatafeminstlookslike,1
IJok54gdau,1
Ah,1
HeforSher's,1
gi52B5ehTV,1
outside,1
windows,1
dusk,1
PINK,1
pYrboITexa,1
Looking,1
Forest,1
ArtsWeek,1
oMTM5EUXez,1
hardly,1
howtobeawoman,1
vid1DUOzMM,1
amyaronson,1
JBjNBhQaVB,1
SU6GBbm5Ri,1
contributions,1
mag,1
pages,1
involves,1
Featuring,1
XdA3lCvXMI,1
J1B3jfLB1K,1
Wednesday,1
KD7m7dpmB2,1
rz6GDIZR2W,1
W97DZ1EpP6,1
qGrx0Ks7i8,1
Firms,1
forced,1
gap,1
CoJvOg1uZx,1
Fascinating,1
lvoxdy8shg,1
m1Psu5s23e,1
stars,1
Life,1
Gloria,1
Steinem,1
vCvLEuxBoP,1
5Dbor6mub9,1
Evening,1
Corrs,1
2,1
drums,1
CET,1
8,1
GMT,1
3,1
EST,1
k14yLWoB4R,1
Champions,1
releasing,1
1st,1
moderate,1
reqoA5nfFP,1
Kw5lbS2o8v,1
MLKDay,1
yg4ibY8bbd,1
fwMvp0lmiX,1
NFyKKsVhpJ,1
e7Pyubd8qn,1
Google,1
Dan's,1
essay,1
recent,1
alanrickman,1
4WXwnoUtM7,1
hlMryJMr36,1
star',1
errr,1
non,1
i8AHZwxf38,1
Remain,1
Politics,1
Level,1
Government,1
Turn,1
j0qkcoQbiQ,1
'update,1
progress',1
situation,1
motivated,1
gxiqy4GehA,1
rTcsYOzlUR,1
BowieRIP,1
moderator,1
mylifeontheroad,1
bookclub,1
ZX3ze6BAc5,1
official,1
road,1
shelves,1
Goodreads,1
axal8gEr5O,1
memoir,1
seemed,1
place,1
2begin,1
ideas,1
suggestions,1
info,1
decided,1
obviously,1
bell,1
hooks,1
defo,1
list,1
Does,1
Emma'sBookClub,1
brainstormed,1
'Feminist,1
'Emma,1
Dumezweni,1
stage,1
harrypotterandthecursedchild,1
SuicideAndMe,1
RGbdtwHZBt,1
'After,1
international,1
community,1
pledged,1
improve,1
41,1
charged,1
deadly,1
Rana,1
Plaza,1
factory,1
collapse,1
DyvCSZ0jOE,1
vrVv6utXuJ,1
CWvtw4p6OQ,1
feminismisfun,1
feministsolidarity,1
friendship,1
daymade,1
admire,1
disappoint,1
LOVING,1
kDfWh4yeCj,1
Carey's,1
exquisite,1
Carey,1
Mulligan's,1
Madding,1
crowd,1
dressed,1
Santa,1
Rudolph,1
screensaver,1
Christmasiscoming,1
named,1
rescue,1
'great',1
qWIGbFWn4f,1
wSpMzWQ8qr,1
s7hTftc3Tn,1
Privilege,1
host,1
AvailNow,1
Mustsee,1
cZENlca99w,1
gS4aG0eaLO,1
amongst,1
J3x2TcP9wM,1
GOODNESS,1
7xt2yWZyQn,1
25-Nov,1
Int,1
l,1
orangetheworld,1
m7ZQWfFyJz,1
16days,1
WomenoftheHour,1
GXCNyYwkLQ,1
episode,1
Rookieyearbook4,1
fake,1
fur,1
sandals,1
Made,1
qLxsRkcqdp,1
EXCITED,1
h0kGLljH58,1
IXwB0pajR6,1
9aMF8oTvfY,1
PrayingForParis,1
cureEB,1
NB,1
contains,1
graphic,1
medical,1
detail,1
ClbBc3QSV5,1
ebTpV08Lwg,1
0RqaOLY9j7,1
Pretty,1
blown,1
AnnaCross,1
Ebola,1
nurse,1
survivor,1
FestivalofRemembranceService,1
QfuQzusB3n,1
Malala's,1
father,1
DEFINITION,1
Intimate,1
parts,1
suspenseful,1
itself,1
vpBffFJktF,1
balanced,1
government,1
Because,1
Coolest,1
Canada,1
8bypuiBNMX,1
1G83qjgvJn,1
notjustamovieamovement,1
LVaKz2A60N,1
Halloween,1
HDsWKojsQ2,1
30x,1
legend,1
opinion,1
Jennifer,1
Lawrence,1
didn't,1
2everyone,1
thinking,1
standard,1
practice,1
Bruce,1
realises,1
QHogOflPYn,1
reported,1
differently,1
meditation,1
yoga,1
teaching,1
certification,1
unrelated,1
spoken,1
relationships,1
didn,1
referencing,1
3K2k41eu5M,1
project,1
Blank,1
Space,1
Genius,1
area,1
expertise,1
Dias,1
ravi,1
que,1
vous,1
etes,1
soutenir,1
avec,1
mon,1
nouveau,1
Merci,1
beginning,1
sung,1
groove,1
Aires,1
Weather,1
inside,1
related,1
strongly,1
psychology,1
degree,1
helpful,1
wor,1
motives,1
formed,1
mum,1
Angela,1
backstory,1
explained,1
Lyra,1
His,1
Dark,1
Materials,1
climbed,1
CN,1
tower,1
Others,1
Her,1
complex,1
East,1
Eden,1
Steinbeck,1
blue,1
adult,1
Hardest,1
Speech,1
dialect,1
coach,1
lived,1
difficulty,1
honesty,1
8l3ygA56S6,1
public,1
speaker,1
i'll,1
Vh1kRgDAx5,1
River,1
Smooth,1
Sailin',1
cominghome,1
minute,1
'Coming,1
Home',1
S6GhtDOIVU,1
13XSZ2yRRu,1
Lorraine,1
yQMXaUftEw,1
Sight,1
Sound,1
Gaze,1
'100,1
overlooked,1
women',1
iitgp1palZ,1
header,1
GetFreeUniversityTour,1
Unsurprisingly,1
Robb,1
Jennings,1
NottinghamUniversity,1
kxIvHtGEyq,1
I'll,1
notifications,1
GetFreeTourUK,1
DfUVNcreQu,1
inaugural,1
GetFree,1
Tour,1
unspeakable,1
watchable,1
understandable,1
taughtnottrafficked,1
TG5UZyzbRF,1
Tackling,1
add,1
12TRILLION,1
economy,1
finds,1
OhBjtzNJKF,1
camera,1
realized,1
selfies,1
tomhanksselfielove,1
Exclusive,1
photo,1
opWjyeBe3j,1
NYFW,1
Karlie,1
Kloss,1
qPWgZE7F25,1
youtube,1
channel,1
Klossy,1
refugeeswelcome,1
artist,1
Y0IXOlVcde,1
Came,1
technology,1
wz6rWZxkcN,1
GP7g9Sc5FC,1
YmDtOiwEGP,1
fact,1
wB5MqhLDNL,1
experience,1
V1DJUZC3mo,1
'hitting,1
nail,1
head',1
xmqnmJktLf,1
Physical,1
physical,1
hardship,1
threat,1
Courage,1
willingness,1
confront,1
agony,1
danger,1
uncertainty,1
intimidation,1
4WIuK8epsr,1
aggeesss,1
WW8SzlzSQA,1
attention,1
Linda,1
Kelsey,1
Important,1
9KpYFheAbP,1
bsZZc2txQu,1
outlines,1
oWwv9g1eeG,1
developments,1
underway,1
nUd2pYY65i,1
10x10x10,1
champion,1
Arthur,1
Peter,1
Mutharika,1
impacting,1
championing,1
CHANGE,1
30K0liUPiC,1
OdSIoiVBgs,1
mgcx3Hx6n4,1
tZozj1aWyh,1
Special,1
accepted,1
behalf,1
awarding,1
Campaigner,1
CTWIALcm9S,1
WmE4hMiNYo,1
Hear,1
Roar,1
TLc46WiIUg,1
semifinals,1
eL9tBWQ0eN,1
NumgCTI0s9,1
cross,1
Med,1
Pls,1
Q9svZ3YXle,1
VH82JdKtPw,1
Sao,1
Paulo,1
promised,1
educate,1
refugee,1
providing,1
refugees,1
Pascal,1
Tricoire,1
salary,1
equity,1
expand,1
85,1
employees,1
2017,1
hires,1
Dominic,1
Barton,1
undergraduate,1
recruits,1
increase,1
representation,1
senior,1
leadership,1
2018,1
exceed,1
boards,1
tec,1
SvyulGTbvd,1
These,1
8,1
Leaders,1
Are,1
Taking,1
Major,1
Steps,1
Towards,1
rKsLSf3BBE,1
gratitude,1
6BzIfJdVss,1
speechless,1
Brilliant,1
represent,1
thirds,1
illiterate,1
population,1
60,1
graduates,1
Feeling,1
realisation,1
result,1
confrontation,1
devastating,1
Gunnar,1
Bragi,1
Sveinsson,1
increasingly,1
recognizing,1
mobilized,1
nation,1
FtOaAfGx9T,1
stupid,1
yUYuwiEVdT,1
beings,1
alike,1
essential,1
twrmdu9NEX,1
Red,1
Nose,1
gYFGIwLbVK,1
UNiTE,1
OrangeDay,1
orange,1
NO,1
uDWI3MbUIS,1
Cogsworth,1
Nn8w6MwKyr,1
86ltkvAmyH,1
photographed,1
2nmuFRrCdH,1
Elisa,1
believes,1
Heard,1
concentrate,1
she's,1
WNiRd8HEF3,1
deal,1
7pm,1
familiar,1
RND15,1
GREAT,1
XbKFAZPxWt,1
aren't,1
Bluestone42,1
Monday,1
u6y1mkCyxm,1
Bonjour,1
Gaston,1
oerhe1ilGs,1
aboard,1
F1ghG3pvcU,1
Oscars2015,1
TheoryofEverything,1
PatriciaArquette,1
2CQk7uIeBt,1
SOTZ6VKw1A,1
WXk8oGurqq,1
W5TcnteQwK,1
TURKISH,1
MEN,1
m9ohs9lF4h,1
ozgecanicinminietekgiy,1
marrying,1
Prince,1
prerequisite,1
Princess,1
vjodTAgEcC,1
Courtesy,1
Alfonso,1
Cuaron,1
Remember,1
believing,1
agree,1
bits,1
MarinaKeegan,1
ce5gcV0tug,1
quotes,1
Diary,1
hgJzyNVxQv,1
Little,1
quiet,1
village,1
tee,1
Belle,1
Disney,1
ahh,1
boss,1
Tell,1
confusing,1
binary,1
exist,1
spectrum,1
amazed,1
become,1
aware,1
Hopefully,1
opportunities,1
pull,1
themselves,1
Spreading,1
exists,1
Become,1
engineer,1
GPsGY3TxsS,1
belong,1
Conviction,1
depends,1
peoples,1
circumstances,1
perseverance,1
ears,1
Impossibile,1
wanting,1
specific,1
tailored,1
institution,1
whats,1
concerete,1
least,1
businesses,1
universities,1
Whatever,1
YES,1
Plans,1
motion,1
regardless,1
sexuality,1
religion,1
Everything,1
inherently,1
signatories,1
EXa64CENoT,1
unwomen,1
Tangibility,1
concrete,1
Give,1
intentioned,1
IS,1
key,1
program,1
engage,1
goals,1
expect,1
overnight,1
visible,1
Explain,1
downsides,1
presidents,1
prime,1
ministers,1
CEO's,1
recruiting,1
sent,1
Website,1
Cameroon,1
quit,1
sold,1
Davos,1
Send,1
TheTheoryofEverything,1
unmissable,1
devoured,1
Torch,1
Tiny,1
Things,1
Wild,1
Sohana,1
EB,1
YpZaZLcrxb,1
EBtonguetwister,1
l7FsqMlPD3,1
Swedish,1
Minster,1
fven,1
joining,1
FFBmDRglUu,1
Goodwill,1
Ambassador,1
'Men,1
Rape,1
Discrimination',1
MARD,1
India,1
screenwriter,1
singer,1
BCLdIXPbL4,1
LorraineELLE,1
dbSkHAckG3,1
rk2MZQ6ATQ,1
1989,1
Hero,1
MalalaYousafzai,1
ghTZfhsMEs,1
HQ,1
DtbCwoX6Ms,1
Between,1
20th,1
Sep,1
2nd,1
1million,1
750K,1
BILLION,1
wK0e7Yje8J,1
YdI7mOslmF,1
QsmTaATUAm,1
Daddy,1
Alex,1
'Two,1
's',1
fWPFG7G917,1
mattdamon,1
LnZlS3FJlj,1
KnAMMt6shK,1
bO8QlbC8HU,1
tdcpRMyT32,1
mentalities,1
order,1
establish,1
common,1
NtkLpMTUzT,1
b2qzm7h0mS,1
signing,1
map,1
cl76Voh0D0,1
launching,1
EXa64CncgP,1
Uruguay,1
atmosphere,1
womeninpolitics,1
Even,1
worse,1
privacy,1
violated,1
accompanying,1
comments,1
lack,1
empathy,1
Suicide,1
Silence,1
Among,1
1u2kzWNpDt,1
liberates,1
prescribed,1
stereotypes,1
EMMA,1
T,1
73LH74bSne,1
PhJJyEnn7E,1
explored,1
party,1
touchable,1
9P2LdJ3GN5,1
collaborator,1
clever,1
touchablefashion,1
YkvWKN3iqo,1
DaveLegeno,1
resting,1
peace,1
United,1
Nations,1
Entity,1
Empowerment,1
9ABpKSrNCb,1
AMAZING,1
phenomenally,1
Phenomenally,1
me',1
savour,1
deeply,1
7DCo2sFlIY,1
Ts1nej4xve,1
zYNp9YeYP0,1
held,1
accountable,1
crimes,1
pressure,1
boulevard,1
UtNx7fKQYq,1
ygv2t4QiMx,1
shooting,1
FairTrade,1
17,1
yvHYg1iVmT,1
Ari,1
Handel,1
dhtglz5f8l,1
QKiRl7foNa,1
FINALLY,1
Austria,1
Finland,1
Norway,1
Sweden,1
Taiwan,1
South,1
Africa,1
Panama,1
Colombia,1
Final,1
Square,1
i'mhome,1
hats,1
America,1
TOMORROW,1
QSCAgDz1Fj,1
fHrxtXLEjN,1
composer,1
MlsdjpEIEH,1
meeting,1
Jason,1
zBhgmKkIxB,1
gICFIqpD8r,1
trended,1
28th,1
cried,1
badly,1
Mood,1
Occasion,1
Comfort,1
collaborating,1
designers,1
Oscars,1
ABSOLUTELY,1
Of,1
respectful,1
actors,1
tries,1
worry,1
Books,1
Music,1
Small,1
acts,1
kindness,1
Food,1
Travel,1
contemporaries,1
Family,1
Animals,1
David,1
Heyman,1
GOOD,1
Absolutely,1
physicality,1
changes,1
helps,1
distinction,1
between,1
Watchers,1
angels,1
fallen,1
earth,1
Fountain,1
Separate,1
doesn't,1
necessarily,1
clinical,1
BOO,1
scare,1
internet,1
listened,1
XX,1
'Angels',1
Roosevelt,1
'the,1
arena',1
CvdhjJT0bJ,1
Katniss,1
intimate,1
drama,1
gets,1
smart,1
hola,1
awful,1
Massively,1
opportunity,1
pushed,1
further,1
Heinz,1
tried,1
'sir',1
Tony,1
truly,1
EMPATHY,1
listener,1
Working,1
richest,1
You'll,1
breathless,1
OF,1
Humble,1
Brave,1
Strong,1
arc,1
fell,1
asleep,1
mid,1
rainbow,1
incredibly,1
relatable,1
vulnerable,1
wise,1
dimensions,1
ABOUT,1
entertaining,1
original,1
Immensely,1
creative,1
Inspiring,1
Genuinely,1
provoking,1
dSA5IwFqJy,1
oB2auWcXfo,1
Ask,1
kM5K2nEGd1,1
ctdZJbKOql,1
highly,1
Ava,1
Ouw0vc2GjU,1
qLDuXjFcDD,1
Hola,1
lapel,1
cula,1
5ySBknuaBE,1
NoahPressTour,1
Berlin,1
NoahTour,1
OdwN6ot6ou,1
Riley,1
Marketing,1
szpkL72Vp9,1
as5p6mA0qi,1
kMP6kM8LKn,1
sixnations,1
Los,1
Angeles,1
gives,1
chills,1
itsfinallyhappening,1
wgEX34x5AI,1
GtH2yewdy6,1
spiky,1
691dCq7fcH,1
nfFf6m1Vsl,1
h6ia6FHqU6,1
'A,1
poem,1
finished,1
abandoned',1
Cadogan,1
Hall,1
Donating,1
old,1
laptop,1
computers4africa,1
They'll,1
collect,1
wipe,1
drive,1
Wonder,1
wonder,1
wonderland,1
jZYJTtBRBg,1
'Beautiful,1
attention',1
Listening,1
'Happy',1
victorydance,1
Wonderland,1
Out,1
February,1
Afro,1
Prada,1
Bruiser,1
Elf,1
Alien,1
NOAH,1
lVkjCwCAyH,1
Computer,1
crashed,1
Pain,1
au,1
chocolat,1
easy,1
eh,1
Loved,1
casual,1
superhero,1
cape,1
XxSFZJCGdC,1
Kent,1
Surrey,1
Sussex,1
alright,1
cooler,1
polar,1
bears,1
toe,1
nails',1
OutKast,1
Anyone,1
handing,1
dooo,1
ittttt,1
TQwxkSaeTu,1
miniafro,1
BkupQ95Ok9,1
Kerry,1
Hallihan,1
FPtwbWeg6X,1
wonderlandmagazine,1
behindthescenes,1
februaryissue,1
A2gmoFmJEw,1
Met,1
Ball,1
Burberry,1
SmallStepsShoeAuction,1
cause,1
sXMeMvB6Kf,1
guestediting,1
February14covergirl,1
itbegins,1
Jypz4Kxu4J,1
Beating,1
King,1
Charles,1
16KOfpVkBY,1
3cvMuaDCU7,1
Poster,1
ebymlhh4WK,1
yHXILpLWSs,1
Still,1
HarryPotterWorld,1
watford,1
0FCrOefZmL,1
Imperative,1
Watford,1
Believe,1
LeoJx8Gz4X,1
docile,1
babysitee,1
pleasure,1
weird,1
tiger,1
Helena,1
fabbest,1
googling,1
Shakespeare,1
Sonnets,1
Fell,1
Pun,1
intended,1
unbelievably,1
lovebook,1
putting,1
poetrylives,1
Burn,1
stayed,1
finishing,1
Pittsburgh,1
crew,1
Fault,1
Stars',1
Amos,1
Lee,1
luke,1
confess,1
mehico,1
Genie,1
Christina,1
Aguilera,1
tune,1
reckon,1
kept,1
maiden,1
Eyes,1
Prize,1
Granger,1
Bangladeshi,1
union,1
chief,1
brings,1
wage,1
yADHuRNUMB,1
Livia,1
Firth's,1
Carpet,1
Challenge',1
ak71TgXDG3,1
Edit',1
LoPnuIrR7f,1
promote,1
environment,1
friendly,1
3ns03e1Tqw,1
jealous,1
K8EWOULoSv,1
finish,1
line,1
inglis,1
IMPOSSIBLY,1
expectations,1
maniac,1
chatting,1
loudly,1
pelting,1
Maltesers,1
shXjLu6PQT,1
throwing,1
general,1
hilarity,1
contingency,1
coolest,1
earnest,1
Seamus,1
Heaney,1
died,1
eZOr5FT7em,1
drink,1
witty',1
Fields,1
Lavender,1
Everybody's,1
Breaking,1
LilyCat,1
tweeting,1
stationary,1
nOjLkmdXHS,1
stationarylove,1
thankyou's,1
cute,1
whoever,1
ZKOQrej8cN,1
Amusement,1
Know,1
Limits,1
Enfield,1
comedy,1
cG80duuDYF,1
'hunky',1
studmuffin,1
word,1
boy,1
yayforperks,1
tempting,1
royals,1
apps,1
nerd,1
headsup,1
download,1
IMMEDIATELY,1
ultimatecharadesgame,1
hoursofentertainment,1
scissors,1
pixie,1
managed,1
restrain,1
Close,1
console,1
crepe,1
'It's,1
Mark,1
Twain,1
Adam,1
Submarines,1
keys,1
HUNGER,1
GAMES,1
Hungry,1
Games,1
chick,1
Ringing,1
Phosphorescent,1
Zula,1
'And,1
mayor,1
crazy,1
Before,1
killing,1
wisdom,1
loveit,1
77th,1
andymurray,1
wimbledon,1
Jove,1
THINK,1
HE'S,1
DONE,1
Guillermo's,1
effects,1
scope,1
BIG,1
battles,1
Mako,1
pacificRim,1
july12th,1
teaches,1
meditate,1
zYYrLlfrM9,1
hypothetically,1
interest,1
gunningforit,1
CQWX2iio6F,1
UleeyeR5SU,1
Matt,1
Quiff,1
Teen,1
OOc4EVDekM,1
inspiration,1
Landfill,1
Harmonic,1
FRnFmHipgi,1
Layla,1
Eric,1
Clapton,1
Unplugged,1
lnhJwZNw6f,1
um,1
rid,1
sofa,1
replaced,1
ping,1
pong,1
table,1
decision,1
gameon,1
awesommmeeee,1
quiff,1
ill,1
begging,1
'Do,1
teEt2B0uty,1
Better,1
Edward,1
Sharpe,1
Zeros,1
zBBXrjK8lp,1
End',1
thisistheend,1
Outrageous,1
talented,1
bPnIRhp1uz,1
interviewing,1
Speaking,1
relation,1
Behind,1
o1qUb2xvdC,1
Having,1
Shame,1
shoes,1
wa,1
UyC9aJbFun,1
interviews,1
realising,1
eaten,1
tongue,1
green,1
Tye,1
Sheridan's,1
'Mud',1
iloveellis,1
Rinnngggg,1
Fittings,1
soexcited,1
Pinch,1
punch,1
virtue,1
faith,1
Simon,1
Pegg,1
eloquent,1
qbAQ4g0QDS,1
yeeeessa,1
Boston,1
Bugg,1
Broken,1
Lightning,1
Bolt,1
uxRcs8rSeD,1
youuuu,1
Call,1
erm,1
refund,1
iphone,1
l9p3oLLQXh,1
savethearctic,1
org,1
Patrick,1
currently,1
trekking,1
Arctic,1
218cFMGGF6,1
Sandman,1
Kirsty,1
McGee,1
0MpATzKtAK,1
Electric,1
Guest,1
Head,1
RIP,1
Griffiths,1
'excuse,1
beach,1
flip,1
flops',1
Sales,1
rep,1
'O,1
thong,1
slippers',1
Whaaatt,1
Crickey,1
Blimey,1
O'Reilly,1
Holy,1
Cricket,1
GlobalGreenUSA,1
Natural,1
zVP3rWJHWM,1
sorted,1
thinks,1
Shades,1
Grey,1
coollady,1
embarrassing,1
IoDS1qyuIB,1
Broussard,1
Katie,1
Chang,1
helm,1
BlingRing,1
'star',1
probably,1
lead,1
marketing,1
misleading,1
CAMFED,1
Chromatics,1
lovesid,1
kPBVhOwzwY,1
organised,1
coordinated,1
calendar,1
ridiculous,1
Rosetta,1
headset,1
feature,1
Independent,1
Spirit,1
Laura,1
Marling,1
blackberry,1
stone,1
dropped,1
iPhone,1
soup,1
tone,1
multitasking,1
Valentines,1
Often,1
particularly,1
dignified,1
newsworthy,1
R,1
General,1
opinion's,1
greed,1
Whenever,1
gloomy,1
arrivals,1
gate,1
Airport,1
q5j5hZI5,1
Diana,1
Vreeland,1
Eye,1
Travel',1
DVD,1
QhSvcIA0,1
Superbowl,1
'Ok,1
Bowl,1
'well,1
Blind,1
Side,1
Think,1
artists,1
musicians,1
Reckoning,1
Wankelmut,1
Remix,1
Sinatra,1
Lady,1
Tramp,1
4Cu53Q5y,1
yay,1
Rooney,1
Mara,1
STILL,1
smiling,1
remember,1
smiley,1
killingit,1
Adele,1
Damian,1
Lewis,1
Brits,1
Baked,1
Beans,1
toast,1
Haim,1
Save,1
Tonight,1
Getting,1
rags,1
damn,1
figured,1
MI6,1
RBXl1sQA,1
blissful,1
forgetting,1
fellow,1
squawkers,1
Guys,1
'unaccompanied,1
minor,1
'sorry,1
'where,1
guardian,1
neverwearingabackpackagain,1
ambassador,1
girlsrule,1
Samfya,1
hospitality,1
changing,1
stuff,1
fuzzy,1
VhnybVrn,1
cuddles,1
'les,1
Intouchables',1
Privacy,1
Paedo's,1
recap,1
yBfAfFYi,1
bia4KaTg,1
Leveson,1
ot0JJQpa,1
seconds,1
gorgeous,1
Mae,1
'Ill,1
Damn,1
Autocorrect,1
App,1
warranted,1
PoooooottttttteeeerrrrHeaaaddss,1
I1hYccmi,1
Favourite,1
Dramatic,1
Movie,1
Actress,1
yea,1
Parade,1
Chicken,1
Run,1
funnier,1
chickens,1
Spanish,1
whycantiworkthetv,1
g3HSVIL7,1
jamming,1
Shelby,1
Lynn,1
Revelation,1
6NBnM4Au,1
hahahhahahahahaha,1
theories,1
enthusiasts,1
vote4stuff,1
qfa9GzAU,1
squirrels,1
direction,1
delivery,1
WrlvrURR,1
Jenny,1
peas,1
carrots,1
Minister,1
2032,1
Miller,1
Stephen,1
approved,1
lol,1
g7oBfonG,1
irony,1
holding,1
Mack,1
knife,1
bobby,1
Darin,1
gotta,1
range,1
chicken,1
pot,1
pie,1
afternoon,1
Tempted,1
sleeping,1
bag,1
Rag,1
Bone,1
store,1
'Live,1
renting,1
date',1
Smart,1
'he,1
handsome,1
rugged,1
chipmunk',1
'John,1
Mary,1
hummingbirds,1
met',1
worstanalogies,1
'Her,1
brown,1
circles,1
dots,1
centre',1
Anonymous,1
Power,1
Jukebox,1
clears,1
dating,1
99,1
silly,1
joke,1
Few,1
clear,1
stalker,1
woods,1
fought,1
martial,1
arts,1
whowrotethisstory,1
saying,1
whilst,1
loveyoumom,1
Right,1
SOPHIE,1
ItnF1Tk6,1
boxer,1
shorts,1
Apologies,1
crypticness,1
tunes,1
lovedpitchperfect,1
laundry,1
detergent,1
Kendrick,1
cups,1
cities,1
Find,1
3tWPcbrB,1
canon,1
printer,1
paper,1
cinemas,1
Woooooo,1
12,1
o'clock,1
warms,1
Ian,1
hahaha,1
narration,1
skills,1
par,1
SECOND,1
half,1
huh,1
anytime,1
Ywj81fgP,1
FIT,1
Grimmers,1
6wNqhamU,1
sons,1
'delightful',1
itunesfestival,1
MAGGIE,1
emmyawards,1
'if,1
yet',1
FAVOURITE,1
felt,1
homesick,1
wallflower,1
Whoops,1
Kevin,1
Costner,1
television,1
Robin,1
Hood,1
Overwhelmingly,1
fault,1
Danced,1
anotherboxticked,1
Slightly,1
Michelle,1
Milka,1
Armani,1
DKDrN7dL,1
g,1
BzpswTpT,1
uYAFGn7u,1
Cinerama,1
Dome,1
Sunset,1
Boulevard,1
Onto,1
LA,1
Erdem,1
vdLdN33p,1
Did,1
Festival,1
'Radioactive',1
'Emma',1
'Imagine,1
Dragons',1
'it's,1
time',1
'Perks,1
excitingtimes,1
There's,1
1HV83S4q,1
tJHeGXhT,1
XH5eCpO6,1
quote,1
NG0Yx7lf,1
siWhwVrI,1
frXkomI2,1
uwYtmtrw,1
DyA7hVoK,1
Wallfower,1
Fan,1
Art,1
inundation,1
Ray,1
LaMontagne,1
Bonnie,1
Raitt,1
Jeeeez,1
Peeling,1
fingers,1
priceless,1
bestthingsinlifearefree,1
justonething,1
WgNC3bJ1,1
FIREFLIES,1
IN,1
giant,1
octopus,1
closingceremomy,1
Spice,1
closingceremony,1
'Brits,1
terrible,1
teeth',1
jokes,1
arent,1
ACTUALLY,1
loose,1
sleep,1
'haha',1
extremely,1
worried,1
floss,1
ate,1
Italian,1
fetal,1
italianyummytimes,1
clubs,1
mosh,1
pits,1
icelandic,1
ARMY,1
literally,1
what's,1
iceland,1
'to,1
Rome,1
love',1
italian,1
subtitles,1
squeezy,1
Marmite,1
i'm,1
cheesy,1
feelings,1
hundred,1
sixty,1
six,1
adequate,1
groundwork,1
randomish,1
'First,1
Never,1
Die',1
Soko,1
D,1
ahhhh,1
Wowzers,1
olympics2012,1
'Wicked',1
truestory,1
Sons,1
Hoboken,1
ICELAND,1
Boo,1
Ya,1
Both,1
Sides,1
REALLY,1
pet,1
dragon,1
howtotrainyourdragon,1
Page,1
1TMGWetJ,1
Except,1
kids,1
usually,1
shyer,1
uncomfortable,1
recognized,1
shy,1
suppose,1
Yii,1
hah,1
Gonzales,1
awkward,1
Andrew,1
brava,1
newspidermanisgreat,1
pinching,1
may,1
Netflicks,1
'Knowledge,1
ought,1
cunning,1
rather,1
wisdom',1
Plato,1
Dog,1
deed,1
unpunished',1
apparently,1
prettiest,1
miracles,1
Audrey,1
Hepburn,1
wrong,1
andsoitbegins,1
bought,1
pen,1
inks,1
loser,1
Fireflies,1
supply,1
stores,1
unattended,1
'Please,1
kindly,1
relieve,1
hand,1
person',1
Hahaha,1
mikepomeroy,1
Rachel,1
McAdams,1
likable,1
'Morning,1
Glory',1
IMPOSSIBLE,1
Federer,1
